1,1,1,1,"azienda farmaceutica usa annuncia: «pronti i test sull’uomo» link","A531"
2,2,2,2,"user caro ministro sa dove se lo deve mettere il vaccino? vuole un disegno così capisce meglio... buona giornata","A303"
1,1,1,1,"i #vacciniantinfluenzali attualmente disponibili sono costituiti dal virus intero inattivato, dagli split virus ottenuti con detergenti o sostanze chimiche che frammentano il virus e dal vaccino a subunità | #ecm #vaccinoinfluenza link","A868"
5,5,5,0,"new fb postl'idea dell'app che monitora i contatti non piace per niente ai no vax. pur rimanendo dell'opinione che ci sono dei punti del design che vanno chiariti (server centrali vs peer to peer) già che quella banda di coglioni si mobilita contro mi pare un buon motivo per…","A1104"
2,2,2,2,"user trovate la cura il vaccino ve lo fate voi io non faccio da cavia","A81"
2,2,2,2,"user_italia non lo vogliamo il vaccino fatelo voi al cervello, ne avete bisogno.","A86"
2,2,2,2,"user beh aspettiamo che esista vaccino e leggiamo le controindicazioni. probabilmente la percentuali di gente che declinerebbe l'invito salirebbe.","A205"
0,0,0,0,"per me le palestre apriranno solo per chi avrà un appuntamento con un personal trainer. e' l'unico modo per avere entrate scaglionate e non creare assembramenti. per tornare al liberi tutti di prima bisognerà aspettare il vaccino, alternative non esistono.","A1152"
2,2,2,2,"quando la nave affonda i topi scappano, prima insieme a suo compare bill gates faceva il diavolo a quattro nel promuovere vaccinazioni di massa, ieri al senato fa dieci passi indietro ammettendo la pericolosità del vaccino. link","A1183"
2,2,2,2,"global vaccine safety summit: le dichiarazioni degli esperti che mettono in dubbio sicurezza ed efficacia dei vaccini (sub ita) #invaccineswetrust #lascienza #scienceissettled  link","A830"
2,2,2,2,"user facciamo che con questa premessa, i virologi si ficcano loro in vena il vaccino. io voglio crepare di covid link","A287"
0,0,0,0,"coronavirus, conte: &amp;laquo;senza vaccino nessuna soluzione contro la battaglia&amp;raquo; link","A632"
1,1,1,1,"vaccino, test in italia in estate link","A1354"
2,2,2,2,"io non mi farò mai il vaccino","A979"
0,0,0,0,"e se l'app di tracciamento #immuni ti desse la priorita' nel ricevere le cure/vaccino, la installeresti?  nota: priorita' rispetto ad una persona che ha il tuo quadro clinico. la priorita' e' data dal fatto che si sa come ti sei comportato.","A792"
2,2,2,2,"fa il richiamo vaccinale contro tre infezioni batteriche. muore a causa di un infezione batterica dopo aver fatto il vaccino.  colpa dell'infezione batterica spuntata dal nulla. come morire pugnalato,  colpa del coltello, ovvio ???? link","A805"
2,2,2,2,"#ebola il vaccino  pronto ed  certificato efficace al 100%.  ora ci manca solo che si scateni un'epidemia in #europa.  scommettiamo che succeder a breve?  link","A399"
1,1,1,1,"la storia di moderna, l’azienda che ha sviluppato il primo vaccino in test per il coronavirus link via user","A1022"
1,1,1,1,"inovio: il vaccino per il coronavirus finanziato da bill gates link","A971"
2,2,2,2,"in francia una petizione contro il famigerato vaccino #gardasil, che il ministro della sanit buzyn vuole estendere obbligatoriamente a tutti gli adolescenti, maschi e femmine link","A960"
2,2,2,2,"user glielo ha suggerito il suo vice! quanto intascheranno  dalle ditte farmaceutiche!?due anni di sperimentazione occorrono per testare se un vaccino è valido o meno! comincino a farlo loro a settembre?","A341"
2,2,2,2,"non serve aggiungere altro... #vaccino #14aprile #covid19 link","A1118"
2,2,2,2,"conosciamo pi da vicino, chi ci potr vendere il vaccino e cura contro il coronavirus? case farmaceutiche, gli scandali delle lobby tra venditori e mazzette link di user","A593"
2,2,2,2,"user user dei 900 pazienti del dr zelenko nessuno è morto . aspettiamo questi trial su pazienti che muoiono al 90% dopo giorni di ti ? o gli diamo tachipirina in attesa di un fantomatico vaccino che non funzionerà perché il virus muta velocemente ? e infine che interesse avrebbe bigfarma ?","A66"
0,0,0,0,"user quando vorrei che almeno in questa circostanza chiunque perfezioni il vaccino più efficace lo rendesse risponibile e gratuito per tutti....","A161"
2,2,2,2,"avviso vaccino antinfluenzale 2018-19. come il mercurio causa processi neurodegenerativi cerebrali link","A529"
2,2,2,2,"luogocomune:dove sono finiti i novax? tranquilli, sono tutti qui, a guardarvi sprofondare nel ridicolo   link 97","A1047"
5,5,5,0,"attenti a questa troll sovranista e no-vax. diffonde notizie false ed attacca chi la contrasta.   (user): link","A517"
2,2,2,2,"juke era una bambina sana fino al giorno di quel maledetto #vaccino.   prima di vaccinare i vostri figli informatevi perch indietro non si torna.   qui la sua terribile storia  ????????  link link","A987"
5,5,5,0,"(scusate l'ignoranza) mi spiegate l'utilità di far parlare panzironi in questo periodo così difficile(con la gente chiusa in casa) non bastavano le bestialità dei novax ascoltate negli anni scorsi #nonelarena irresponsabili!!!","A58"
2,2,2,2,"vaccino gardasil - i macrofagi attivati carichi di nanoparticelle di dna/aahs virali presenti in questo vaccino possono viaggiare in tutto il corpo, compreso il miocardio.  un dato scientifico... link link","A1340"
1,1,1,1,"virus cina, scienziati usa al lavoro per vaccino link link","A1363"
2,2,2,2,"coronavirus, i telegiornali i primi sciacalli subito dopo i venditori del vaccino che a breve lo tireranno fuori","A649"
1,1,1,1,"coronavirus, il ricercatore italiano gambotto: primo vaccino supera la fase del test su animali.","A653"
0,0,0,0,"la gente ancora non capisce l'importanza di stare a casa finché non ci sarà un vaccino la vita di prima è impossibile","A1005"
0,0,0,0,"test #vaccino, parla il volontario: ""il peso del mondo su di me"" link link","A1277"
